City,County,Code,Site,Waste Type,Waste Sub-Type,Description,Category,Label,Volume in mt,Increase,BQ,Radionuclides
MAUBEUGE,Nord,59392,FRAMATOME - MAUBEUGE SITE,Déchets en attente de transfert vers l'ANDRA,,Packages (0.8 m3),Low and medium short-lived activity,DIV3-02,"0,8",<,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 125Sb, 137Cs, 134Cs, 58Co"
MAUBEUGE,Nord,59392,FRAMATOME - MAUBEUGE SITE,Déchets en attente de transfert vers l'ANDRA,,Technological waste (16.6 m3),Low and medium short-lived activity,F3-2-15,"16,6",<,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 125Sb, 137Cs, 134Cs, 58Co"
MAUBEUGE,Nord,59392,FRAMATOME - MAUBEUGE SITE,DEEE,,DEEE (2 futs),Other?,DSF-D3,"0,4",<,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 125Sb, 137Cs, 134Cs, 58Co"
MAUBEUGE,Nord,59392,FRAMATOME - MAUBEUGE SITE,Déchets métalliques en attente de transfert pour fusion vers SOCODEI/CENTRACO/MARCOULE,,Metals (4 boxes 4m3),Low and medium short-lived activity,F3-7-02,16,<,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 125Sb, 137Cs, 134Cs, 58Co"
MAUBEUGE,Nord,59392,FRAMATOME - MAUBEUGE SITE,Déchets en attente de transfert vers l'ANDRA,,irradiating waste (&gt; 2mSv/h) (1 basket),Low and medium short-lived activity,F3-2-05,2,<,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 125Sb, 137Cs, 134Cs, 58Co"
MAUBEUGE,Nord,59392,FRAMATOME - MAUBEUGE SITE,Déchets en attente de transfert vers l'ANDRA,,"REI (0,135 t )",Low and medium short-lived activity,F3-2-03,"0,71955",<,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 125Sb, 137Cs, 134Cs, 58Co"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Déchets inertes,Engraved (159.66 t),Very low activity,TFA-01,"235,86",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Déchets métalliques,Miscellaneous metal waste (430.756 t),Very low activity,TFA-01,"1071,95",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Bois,Pallets and crates (2.32 t),Very low activity,TFA-01,"10,63",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Déchets technologiques compactables,Compactable technological waste (194.94 t),Very low activity,TFA-01,"3222,3582",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Filtres,Filters and pre-filters (51.57 t),Very low activity,TFA-01,"267,33888",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Amiante,Asbestos (2.23 t),Very low activity,TFA-01,"3,48995",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Résidus d'aspiration,Suction tailings (25.75 t),Very low activity,TFA-01,"133,86",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Produits boueux,Boues SET (11.62 t ),Very low activity,TFA-01,"21,53",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Produits boueux,Miscellaneous sludge (38.28 t),Other?,DSF-BO,"57,2286",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Déchets mixtes,Zircalloy-contaminated waste (3.94 t),Other?,DSF-DI,"10,26",<,Data updated with each new edition of the National Inventory,"234U, 235U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Porogène et lubrifiant,Porogen and lubricant (16.56 t),Other?,DSF-CH,"69,86",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Huiles,Oils (46.54 t),Other?,DSF-LI,"47,02",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Résidus d'incinération,Bulk beam (67.28 t),Very low activity,TFA-01,"138,24",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Effluents du laboratoire,Laboratory effluents (28.21 t),Other?,DSF-LI,"28,66136",<,Data updated with each new edition of the National Inventory,"234U, 235U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Solvants,Solvents (6.8 t),Other?,DSF-LI,"4,34",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Hydroxydes et pulpes secs,Dry hydroxides and pulps (27.79 t),Very low activity,TFA-01,"16,78",<,Data updated with each new edition of the National Inventory,
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Déchets inertes,Engraved (44.17 t),Very low activity,TFA-01,"56,67011",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Déchets métalliques,Miscellaneous metal waste (268.55 t),Very low activity,TFA-01,"614,4424",<,Data updated with each new edition of the National Inventory,"234U, 235U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Bois,Wood (0.54 t),Very low activity,TFA-01,"4,54",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Déchets technologiques compactables,Compactable technological waste (18.07 t),Very low activity,TFA-01,"175,29",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Filtres,Filters and pre-filters (9.256 t),Very low activity,TFA-01,"38,47",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Produits boueux,Various sludges (1.35 t),Other?,DSF-BO,"2,98",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Huiles,Oils (18.05 t),Other?,DSF-LI,"15,65",<,Data updated with each new edition of the National Inventory,"234U, 235U, 238U, 236Pu"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Résidus d'aspiration,Suction tailings (3.19 t),Very low activity,TFA-01,"20,29",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Amiante,Asbestos (8.39 t),Very low activity,TFA-01,"34,67",<,Data updated with each new edition of the National Inventory,"232U, 234U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 98,Produits boueux,blocked sludge (1.91 t),Very low activity,TFA-01,"1,35037",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Déchets mixtes,Waste contaminated with zircalloy (0.08 t),Other?,DSF-DI,"0,43",<,Data updated with each new edition of the National Inventory,"234U, 235U, 236U, 238U"
ROMANS-SUR-ISERE,Drôme,26281,FRAMATOME - SITE OF NOVELS,Déchets issus de l'INB 63,Effluents,Laboratory effluents (0.062 t),Other?,DSF-LI,"0,060016",<,Data updated with each new edition of the National Inventory,"234U, 235U, 238U"
SULLY-SUR-LOIRE,Loiret,45315,FRAMATOME - SULLY-SUR-LOIRE SITE (CEDOS),Déchets de moyenne activité (MA),,Incinerable technological waste (13.5 m3 - 3.613 t - 75 units),Low and medium short-lived activity,F3-7-01,"1,0665",<,Data updated with each new edition of the National Inventory,"60Co, 110mAg, 58Co"
SULLY-SUR-LOIRE,Loiret,45315,FRAMATOME - SULLY-SUR-LOIRE SITE (CEDOS),Déchets solides en attente de traitement,,Solid waste (0.8 m3 - 0.169 t - 4 unit),Low and medium short-lived activity,F3-7-02,"0,0496",<,Data updated with each new edition of the National Inventory,"60Co, 110mAg, 58Co"
PAMANDZI,Mayotte,97615,GENDARMERIE - COMGEND MAYOTTE,Boussoles,,SILVA compasses (13 SILVA compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,
SAINT-CLAUDE,Guadeloupe,97124,GENDARMERIE - CDT GUADELOUPE,Eléments constitutifs d'armes,,Allies of tendu shooting / FAMAS (276 tendu shooting allies),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
SAINT-CLAUDE,Guadeloupe,97124,GENDARMERIE - CDT GUADELOUPE,Eléments constitutifs d'armes,,Night firing slides / FAMAS (276 firing slides),Other?,S02,0,,Data updated with each new edition of the National Inventory,"3H, 226Ra"
VELIZY-VILLACOUBLAY,Yvelines,78640,GENDARMERIE - CFAGN,Éléments constitutifs d'armes,,Tendu Shooting Allies / FAMAS (2 FAMAS Tendu Shooting Allies),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
VELIZY-VILLACOUBLAY,Yvelines,78640,GENDARMERIE - CFAGN,Éléments constitutifs d'armes,,Night Firing Slides / FAMAS (2 FAMAS Night Firing Slides),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
ROSNY-SOUS-BOIS,Seine-Saint-Denis,93064,GENDARMERIE - CTGN,Éléments constitutifs d'armes,,Tendu Shooting Allies / FAMAS (145 FAMAS Tendu Shooting Allies),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
ROSNY-SOUS-BOIS,Seine-Saint-Denis,93064,GENDARMERIE - CTGN,Éléments constitutifs d'armes,,Night Firing Slides / FAMAS (145 FAMAS Night Firing Slides),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
ROSNY-SOUS-BOIS,Seine-Saint-Denis,93064,GENDARMERIE - CTGN,Éléments constitutifs d'armes,,FSA 49/56 handlebars (4 FSA 49/56 handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,
ROSNY-SOUS-BOIS,Seine-Saint-Denis,93064,GENDARMERIE - CTGN,Éléments constitutifs d'armes,,AA 52 handlebars (5 AA 52 handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,
ROSNY-SOUS-BOIS,Seine-Saint-Denis,93064,GENDARMERIE - CTGN,Éléments constitutifs d'armes,,FAMAS handlebars (164 FAMAS handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,
ROSNY-SOUS-BOIS,Seine-Saint-Denis,93064,GENDARMERIE - CTGN,Éléments constitutifs d'armes,,Handguard grips (158 handguard grips),Other?,S02,0,,Data updated with each new edition of the National Inventory,
ROSNY-SOUS-BOIS,Seine-Saint-Denis,93064,GENDARMERIE - CTGN,Boussoles,,SILVA compasses (256 SILVA compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
ROSNY-SOUS-BOIS,Seine-Saint-Denis,93064,GENDARMERIE - CTGN,Boussoles,,MLE 22 compasses (1 MLE 22 compass),Other?,S02,0,,Data updated with each new edition of the National Inventory,
ROSNY-SOUS-BOIS,Seine-Saint-Denis,93064,GENDARMERIE - CTGN,Matériels transmissions,,Card readers (6 card reader),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Boussoles,,SILVA compasses (6210 compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Boussoles,,MLE 22 compasses (3150 silva compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,FSA 49/56 rear sights (2269 rear sights),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,FSA 49/56 handlebars (1581 handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Mortar bipod (68 mortar bipods),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Goniometer for mortar (164 goniometer),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Mortar emergency spirit level (86 emergency spirit levels),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Tendu Shooting Allies / FAMAS (21537 Tendu Shooting Allies),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Night Firing Slides / FAMAS (18234 Night Firing Slides),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Source DOM 410,,Source DOM 410 (84 source DOM 410),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,AA 52 handlebars (1117 AA 52 handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Rise AA 52 (305 rise AA 52),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Boussoles,,Boussoles BEZZARD (858 boussole bezzard),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Matériels transmissions,,AN 194 antenna (7 AN 194 antenna),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Matériels transmissions,,Radio buttons (2161 radio buttons),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Boussoles,,USM 2 compasses (3 USM 2 compass),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Déchets,,Miscellaneous waste (143 miscellaneous waste),Low and medium short-lived activity,F3-7-01,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Source DOM 410,,DOM 410 box cover (2 DOM 410 box covers),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,AA 52 tablets (449 AA 52 tablets),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Matériels transmissions,,Transmissions TRC 3500 (1 transmission TRC 3500),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Matériels transmissions,,Numeric keypad (1 numeric keypad),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Matériels transmissions,,Selector (1 selector),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,FAMAS rise (394 FAMAS rise),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,FAMAS handlebars (3852 FAMAS handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Olicon AA 52 (35 olicon AA 52),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Déchets,,Metal Crate (5 Metal Crate),Low and medium short-lived activity,F3-7-01,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Mortar pointing device elements 81 type 1 (22 mortar pointing elements type 1),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Mortar pointing device elements 81 type 2 (11 mortar pointing elements type 2),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Boussoles,,SK 4 compass (1 SK 4 compass),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Matériels transmissions,,BOUTO012 selector button (32 selector button),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Matériels transmissions,,BOUTO029 command button (14 command button),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Matériels transmissions,,BOUTO MRTX13 command button (3 MRTX 13 command button),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Matériels transmissions,,BOUTO selector button MRTX13 (1 selector button MRTX 13),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Matériels transmissions,,Dial AN 194 A (5 dial AN 194 A),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Elements of mortar 81 pointing devices (65 elements of MORTAR 81 pointing devices),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Rear sights T FSA 49/56 (325 rear sights T FSA 49/56),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,T handlebars FSA 49/56 (326 T handlebars FSA 49/56),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,F9 M44 goniometer elements (3 F9 M44 goniometer elements),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,AA 52 rear sights (200 AA 52 rear sights),Other?,S01,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Boussoles,,M2 compasses (2 M2 compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Boussoles,,M73 compass (1 M73 compass),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Boussoles,,Spirit level (23 spirit level),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Allied Elements (16 allied elements),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Cran de mire guidon &quot;R&quot; DVN (2 cran de mire et guidon &quot;R&quot; DVN),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Boussoles,,Boussoles SUNTO (1 boussoles SUNTO),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Support DVN,,Support DVN (49 support DVN),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,ANF rise 1 (7 ANF rise 1),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Matériels transmissions,,Post trans brochure (19 post trans brochure),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,Mortar 60 pointing device (13 mortar 60 pointing device),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Source DOM 410,,DOM 410 (11 DOM 410),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Eléments constitutifs d'armes,,AN 194 A dial (2 AN 194 A dials),Other?,S02,0,,Data updated with each new edition of the National Inventory,
LE BLANC,Indre,36018,GENDARMERIE - ECASGN,Déchets,,Metallic ammunition boxes (6 metallic ammo boxes),Other?,S02,0,,Data updated with each new edition of the National Inventory,
MELUN,Seine-et-Marne,77288,GENDARMERIE - SCHOOL OF GENDARMERIE OFFICERS (EOGN) MELUN,Éléments constitutifs d'armes,,Tendu Shooting Allies / FAMAS (394 FAMAS Tendu Shooting Allies),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
MELUN,Seine-et-Marne,77288,GENDARMERIE - SCHOOL OF GENDARMERIE OFFICERS (EOGN) MELUN,Éléments constitutifs d'armes,,Night Firing Slides / FAMAS (394 FAMAS Night Firing Slides),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
MELUN,Seine-et-Marne,77288,GENDARMERIE - SCHOOL OF GENDARMERIE OFFICERS (EOGN) MELUN,Boussoles,,SILVA compasses (5 SILVA compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
MELUN,Seine-et-Marne,77288,GENDARMERIE - SCHOOL OF GENDARMERIE OFFICERS (EOGN) MELUN,Boussoles,,Boussoles MLE 22 (in degrees) (16 boussoles MLE 22 (in degrees)),Other?,S02,0,,Data updated with each new edition of the National Inventory,
MELUN,Seine-et-Marne,77288,GENDARMERIE - SCHOOL OF GENDARMERIE OFFICERS (EOGN) MELUN,Boussoles,,MLE 22 compasses (in mils) (42 MLE 22 compasses (in mils)),Other?,S02,0,,Data updated with each new edition of the National Inventory,
FONTAINEBLEAU,Seine-et-Marne,77186,GENDARMERIE - FONTAINEBLEAU GENDARMERIE SCHOOL,Éléments constitutifs d'armes,,Allies of tendu shooting / FAMAS (185 Allies of tendu shooting FAMAS),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
FONTAINEBLEAU,Seine-et-Marne,77186,GENDARMERIE - FONTAINEBLEAU GENDARMERIE SCHOOL,Éléments constitutifs d'armes,,Night Firing Slides / FAMAS (185 FAMAS Night Firing Slides),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
PARIS 04,Paris,75104,GENDARMERIE - REPUBLICAN GUARD,Éléments constitutifs d'armes,,Allies of tir tendu / FAMAS (1763 allies of tendu tir FAMAS),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
PARIS 04,Paris,75104,GENDARMERIE - REPUBLICAN GUARD,Éléments constitutifs d'armes,,Night Firing Slides / FAMAS (1763 FAMAS Night Firing Slides),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
PARIS 04,Paris,75104,GENDARMERIE - REPUBLICAN GUARD,Boussoles,,SILVA compasses (160 SILVA compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,
PARIS 04,Paris,75104,GENDARMERIE - REPUBLICAN GUARD,Matériels transmissions,,Buttons covered with phosphorescent paint (357 buttons),Other?,S02,0,,Data updated with each new edition of the National Inventory,
ARCUEIL,Val-de-Marne,94003,GENDARMERIE - ARMAMENTS GENDARMERIE (GARM),Éléments constitutifs d'armes,,Tendu Shooting Allies / FAMAS (31 FAMAS Tendu Shooting Allies),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
ARCUEIL,Val-de-Marne,94003,GENDARMERIE - ARMAMENTS GENDARMERIE (GARM),Éléments constitutifs d'armes,,Night Firing Slides / FAMAS (31 FAMAS Night Firing Slides),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
VERSAILLES,Yvelines,78646,GENDARMERIE - GIGN,Boussoles,,Compass (3 compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,
VERSAILLES,Yvelines,78646,GENDARMERIE - GIGN,Matériels transmission,,Tritium card reader (8 tritium card reader),Other?,S02,0,,Data updated with each new edition of the National Inventory,
ORLY,Val-de-Marne,94054,GENDARMERIE - GTA,Éléments constitutifs d'armes,,Tendu Shooting Allies / FAMAS (24 FAMAS Tendu Shooting Allies),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
ORLY,Val-de-Marne,94054,GENDARMERIE - GTA,Éléments constitutifs d'armes,,Night Firing Slides / FAMAS (24 FAMAS Night Firing Slides),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
AJACCIO,Corse-du-Sud,2A004,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,,FSA 49/56 rear sights (53 rear sights),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
AJACCIO,Corse-du-Sud,2A004,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,,FSA 49/56 handlebars (53 handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
AJACCIO,Corse-du-Sud,2A004,GENDARMERIE - RG CORSE,Boussoles,,MLE 22 compasses (122 compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
AJACCIO,Corse-du-Sud,2A004,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,,Allies of tendu shooting / FAMAS (192 tendu shooting allies),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
AJACCIO,Corse-du-Sud,2A004,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,,FAMAS handlebar (142 handlebar),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
AJACCIO,Corse-du-Sud,2A004,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,,Rise AA 52 (18 rise AA 52),Other?,S02,0,,Data updated with each new edition of the National Inventory,
AJACCIO,Corse-du-Sud,2A004,GENDARMERIE - RG CORSE,Eléments constitutifs d'armes,,AA 52 handlebars (23 AA 52 handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,
AJACCIO,Corse-du-Sud,2A004,GENDARMERIE - RG CORSE,Boussoles,,SILVA compasses (154 compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
