County,Volume_in_mt,Waste_Type,Description,Site
Essonne,5.12,Déchets solides TFA,Compactable solid waste (8 m3 - 8 Units),CEA CIVIL - SACLAY CENTER
Essonne,16.09,Déchets solides TFA,Non-compactable solid waste (16.09 m3 - 17 Units),CEA CIVIL - SACLAY CENTER
Essonne,10.24,Déchets solides TFA,Compactable solid waste (16 m3 - 1.221 t - 16 FIBCs),CEA CIVIL - SACLAY CENTER
Essonne,26.87,Déchets solides TFA,Non-compactable solid waste (26.87 m3 - 1.3605 t),CEA CIVIL - SACLAY CENTER
Essonne,14.08,Déchets solides TFA,Compactable solid waste (22 m3 - 1.5717 t - 22 FIBCs),CEA CIVIL - SACLAY CENTER
Essonne,3.072,Déchets solides TFA,Compactable solid waste (Cell 6) (4.8 m3 - 1.038 t - 24 drums),CEA CIVIL - SACLAY CENTER
Essonne,3.968,Déchets solides TFA,Compactable solid waste (Cell 7) (6.2 m3 - 0.5786 t - 25 Units),CEA CIVIL - SACLAY CENTER
Essonne,43.29,Déchets solides TFA,Non-compactable solid waste (43.29 m3 - 34.945 t - 49 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.1,Déchets solides TFA,Non-compactable solid waste (Cell 6) (0.1 m3 - 2 Units),CEA CIVIL - SACLAY CENTER
Essonne,11.2,Déchets solides TFA,Non-compactable solid waste (Cell 7) (11.2 m3 - 0.51657 t - 83 Units),CEA CIVIL - SACLAY CENTER
Essonne,10.24,Déchets solides TFA,Compactable solid waste (16 m3 - 1.077 t - 16 FIBCs),CEA CIVIL - SACLAY CENTER
Essonne,14.73,Déchets solides TFA,Non-compactable solid waste (14.73 m3 - 16.88 t - 12 Units),CEA CIVIL - SACLAY CENTER
Essonne,11.4176,Déchets solides TFA,Compactable solid waste (17.84 m3 - 46 Units),CEA CIVIL - SACLAY CENTER
Essonne,38.3,Déchets solides TFA,Non-compactable solid waste (38.3 m3 - 197 Units),CEA CIVIL - SACLAY CENTER
Essonne,4.544,Déchets solides TFA,Compactable solid waste (7.1 m3),CEA CIVIL - SACLAY CENTER
Essonne,3.396,Déchets solides TFA,Non-compactable solid waste (3.396 m3 - 1.56 t - 37 Units),CEA CIVIL - SACLAY CENTER
Essonne,16.24,Déchets solides TFA,Compactable solid waste (25.375 m3 - 1.956 t - 29 FIBCs),CEA CIVIL - SACLAY CENTER
Essonne,123.268,Déchets solides TFA,Non-compactable solid waste (123.268 m3 - 86.791 t - 52 Units),CEA CIVIL - SACLAY CENTER
Essonne,5.552,Déchets solides TFA,"Compactable solid waste (8,675 m3 - 1,461 t - 13 Units)",CEA CIVIL - SACLAY CENTER
Essonne,20.95,Déchets solides TFA,Miscellaneous solid waste TFA (renovation of building 156) (20.95 m3),CEA CIVIL - SACLAY CENTER
Essonne,50.93,Déchets solides TFA,Non-compactable solid waste (50.93 m3 - 33.7424 t - 31 Units),CEA CIVIL - SACLAY CENTER
Essonne,2.432,Déchets solides TFA,Compactable solid waste (3.8 m3 - 0.59 t - 4 FIBCs),CEA CIVIL - SACLAY CENTER
Essonne,5.525,Déchets solides TFA,Non-compactable solid waste (5.525 m3 - 2.671 t),CEA CIVIL - SACLAY CENTER
Essonne,0.0056,Déchets solides TFA,WEEE (0.0056 t - 1 Engine),CEA CIVIL - SACLAY CENTER
Essonne,9.0,Déchets solides TFA,Non-compactable solid waste (9 m3 - 18 Units),CEA CIVIL - SACLAY CENTER
Essonne,1.66528,Déchets solides TFA,"Compactable solid waste (2,602 m3 - 22 Units)",CEA CIVIL - SACLAY CENTER
Essonne,0.64,Déchets solides TFA,Non-compactable solid waste (0.64 m3 - 9 Units),CEA CIVIL - SACLAY CENTER
Essonne,2.51776,Déchets solides TFA,Compactable solid waste (3.934 m3 - 0.514 t - 16 Units),CEA CIVIL - SACLAY CENTER
Essonne,2.497,Déchets solides TFA,Non-compactable solid waste (2.497 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.8,Déchets solides TFA,Asbestos waste (0.8 m3 - 0.8 t - 6 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.15,Déchets solides TFA,Miscellaneous solid waste (0.15 m3 - 0.022 t - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,0.135,Déchets solides TFA,Non-compactable waste (0.135 m3 - 0.05475 t),CEA CIVIL - SACLAY CENTER
Essonne,0.3968,Déchets solides TFA,Compactable solid waste (0.62 m3 - 0.1251 t),CEA CIVIL - SACLAY CENTER
Essonne,0.1056,Déchets solides TFA,Compactable solid waste (0.165 m3 - 3 Filters),CEA CIVIL - SACLAY CENTER
Essonne,1.58,Déchets solides TFA,Non-compactable solid waste (1.58 m3),CEA CIVIL - SACLAY CENTER
Essonne,2.56,Déchets solides TFA,Compactable solid waste (4 m3 - 0.48 t - 4 FIBCs),CEA CIVIL - SACLAY CENTER
Essonne,0.993,Déchets solides TFA,Non-compactable solid waste (0.993 m3 - 0.2753 t),CEA CIVIL - SACLAY CENTER
Essonne,1.024,Déchets solides TFA,Compactable solid waste (1.6 m3 - 0.1594 t - 2 FIBCs),CEA CIVIL - SACLAY CENTER
Essonne,3.695,Déchets solides TFA,Non-compactable solid waste (3.695 m3 - 1.567 t - 8 packages),CEA CIVIL - SACLAY CENTER
Essonne,1.3568,Déchets solides TFA,Compactable solid waste (2.12 m3 - 4 Units),CEA CIVIL - SACLAY CENTER
Essonne,1.933,Déchets solides TFA,"Non-compactable solid waste (1,933 m3 - 13 Units)",CEA CIVIL - SACLAY CENTER
Essonne,0.256,Déchets solides TFA,Compactable solid waste (0.4 m3 - 0.0053 t - 2 Units),CEA CIVIL - SACLAY CENTER
Essonne,3.195,Déchets solides TFA,Non-compactable solid waste (3.195 m3 - 0.4689 t - 12 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.67,Déchets solides TFA,Non-compactable solid waste (0.67 m3 - 0.875 t - 1 Unit),CEA CIVIL - SACLAY CENTER
Essonne,2.5,Déchets solides TFA,"Mixed waste (metallic, hard plastic, electronic, etc.) (2.5 t)",CEA CIVIL - SACLAY CENTER
Essonne,0.279,Déchets solides TFA,Inert waste (0.279 t - 7 Units),CEA CIVIL - SACLAY CENTER
Essonne,1.872,Déchets solides TFA,Powdery waste (soil/sand/settling pots) (1.872 m3),CEA CIVIL - SACLAY CENTER
Essonne,3.3632,Déchets solides TFA,Compactable solid waste (5.255 m3),CEA CIVIL - SACLAY CENTER
Essonne,2.946,Déchets solides TFA,Non-compactable solid waste (2.946 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.32,Déchets solides TFA,Compactable solid waste (0.5 m3 - 1 FIBC),CEA CIVIL - SACLAY CENTER
Essonne,1.35,Déchets solides TFA,Non-compactable solid waste (1.35 m3 - 2 packages),CEA CIVIL - SACLAY CENTER
Essonne,0.704,Déchets solides TFA,Compactable solid waste (1.1 m3),CEA CIVIL - SACLAY CENTER
Essonne,2.025,Déchets solides TFA,"Non-compactable solid waste (2,025 m3 - 2 Lockers)",CEA CIVIL - SACLAY CENTER
Essonne,1.28,Déchets solides TFA,Compactable solid waste (2 m3 - 0.201 t - 6 packages),CEA CIVIL - SACLAY CENTER
Essonne,0.15,Déchets solides TFA,Non-compactable solid waste (0.15 m3 - 0.021 t - 1 locker),CEA CIVIL - SACLAY CENTER
Essonne,0.15808,Déchets solides TFA,Compactable solid waste (0.247 m3 - 0.0558 t),CEA CIVIL - SACLAY CENTER
Essonne,0.0007,Déchets solides TFA,Non-compactable solid waste (0.0007 m3),CEA CIVIL - SACLAY CENTER
Essonne,7.18,Déchets solides TFA,Miscellaneous solid waste (7.18 m3 - 1.7 t),CEA CIVIL - SACLAY CENTER
Essonne,0.332,Déchets solides TFA,Miscellaneous solid waste (0.332 m3 - 0.102 t),CEA CIVIL - SACLAY CENTER
Essonne,2.688,Déchets solides TFA,Compactable solid waste (4.2 m3 - 4 FIBCs),CEA CIVIL - SACLAY CENTER
Essonne,1.5,Déchets solides TFA,Non-compactable solid waste (1.5 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.32,Déchets solides TFA,Compactable solid waste (0.5 m3 - 0.05 t - 5 Units),CEA CIVIL - SACLAY CENTER
Essonne,2.8,Déchets solides TFA,Compactable solid waste (4.375 m3 - 0.518 t - 5 FIBCs),CEA CIVIL - SACLAY CENTER
Essonne,2.7,Déchets solides TFA,Non-compactable solid waste (2.7 m3 - 2 lockers),CEA CIVIL - SACLAY CENTER
Essonne,2.8864,Déchets solides TFA,Compactable solid waste (4.51 m3 - 0.432 t - 15 Units),CEA CIVIL - SACLAY CENTER
Essonne,5.783,Déchets solides TFA,Non-compactable solid waste (5.783 m3 - 0.4446 t - 66 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.4608,Déchets solides TFA,Compactable solid waste (0.72 m3 - 2 FIBCs),CEA CIVIL - SACLAY CENTER
Essonne,0.4,Déchets solides TFA,Non-compactable solid waste (0.4 m3 - 1 locker),CEA CIVIL - SACLAY CENTER
Essonne,0.0384,Déchets solides TFA,Compactable solid waste (0.06 m3 - 0.016 t - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,0.06,Déchets solides TFA,Non-compactable solid waste (0.06 m3 - 0.016 t - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,1.28,Déchets solides TFA,Compactable solid waste (2 m3 - 2 FIBCs),CEA CIVIL - SACLAY CENTER
Essonne,3.7,Déchets solides TFA,Non-compactable solid waste (3.7 m3 - 3 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.4,Déchets solides TFA (via Andra PP),Non-compactable solid waste (SNC) (0.4 m3 - 0.04 t - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,0.125,Déchets solides TFA (via Andra PP),Non-compactable solid waste (SNC) (0.125 m3 - 0.13 t - 2 Drums),CEA CIVIL - SACLAY CENTER
Essonne,0.465,Déchets solides TFA (via Andra PP),Non-compactable solid waste (SNC) (0.465 m3 - 10 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.2,Déchets solides TFA (via Andra PP),Non-compactable solid waste (SNC) (0.2 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.6,Déchets solides TFA (via Andra PP),Non-compactable solid waste (SNC) (0.6 m3 - 0.008 t - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,0.0118784,Déchets solides TFA (via Andra PP),Compactable solid waste (SC) (0.029 m3 - 0.00382 t - 2 Units),CEA CIVIL - SACLAY CENTER
Essonne,1.633,Déchets solides TFA (via Andra PP),"Non-compactable solid waste (SNC) - tritiated (1,633 m3 - 15 Units)",CEA CIVIL - SACLAY CENTER
Essonne,2.6,"Déchets d'exploitation, en attente de transfert",Aqueous liquid effluents (2.6 m3),CIS BIO - SACLAY SITE - PRODUCTION
Essonne,101.0,"Déchets d'exploitation, en attente de transfert",VLL waste from site operation (101 m3),CIS BIO - SACLAY SITE - PRODUCTION
Essonne,98.0,Déchets solides FA-VL,"Radium Objects for Medical Use (ORUM), stored in 98 containers (98 Containers)",CEA CIVIL - SACLAY CENTER
Essonne,0.01018,Déchets solides FA-VL,Miscellaneous solid waste FA-VL (0.01018 t - 45 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.8,Déchets dont la filière reste à définir,Radiferous sand (0.8 m3 - 0.8 t - 8 Drums),CEA CIVIL - SACLAY CENTER
Essonne,0.48,Déchets dont la filière reste à définir,BF3 Detectors (0.48 m3 - 46 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.101,Déchets dont la filière reste à définir,Irradiated beryllium reflectors (0.101 t - 8 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.061,Déchets dont la filière reste à définir,Irradiating resins (0.061 m3 - 0.086 t - 9 REI),CEA CIVIL - SACLAY CENTER
Essonne,0.047,Déchets dont la filière reste à définir,Miscellaneous solid waste MA-VL (0.047 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.03,Déchets dont la filière reste à définir,Ion exchange resins (0.03 m3),CEA CIVIL - SACLAY CENTER
Essonne,15.12,Déchets dont la filière reste à définir,Blocks TE MA-VL in building 196 (15.12 m3 - 32.195 t - 7 Blocks TE),CEA CIVIL - SACLAY CENTER
Essonne,2.0,Déchets dont la filière reste à définir,Objects U (0.00305 t - 2 Objects),CEA CIVIL - SACLAY CENTER
Essonne,2.754,Déchets irradiants (FMA-VC et MA-VL),Irradiating solid waste (Geoddis -&gt; 11G) (2.752 m3 - 162 Geoddis),CEA CIVIL - SACLAY CENTER
Essonne,0.103,Déchets irradiants (FMA-VC et MA-VL),Miscellaneous solid waste MA-VL (to INB 37) (0.103 m3 - 0.0335 t - 4 Units),CEA CIVIL - SACLAY CENTER
Essonne,4.4,Déchets irradiants (FMA-VC et MA-VL),Irradiating waste INB37 sector (88 60 L drums),CEA CIVIL - SACLAY CENTER
Essonne,3.5,Déchets irradiants (FMA-VC et MA-VL),Highly irradiating waste &gt;10 Gy/h (50 liters) (3.5 m3 - 70 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.0138,Déchets solides FMA,Baskets Cobalt (0.0138 t),CEA CIVIL - SACLAY CENTER
Essonne,0.5,Déchets solides FMA,Irradiated beryllium reflectors (0.5 t),CEA CIVIL - SACLAY CENTER
Essonne,0.1,Déchets dont la filière reste à définir,Irradiating waste in bags (0.1 m3),CEA CIVIL - SACLAY CENTER
Essonne,2500.0,Blocs de béton TFA et FMA,Concrete blocks containing solid waste used for the construction of building 116 (2500 m3 - 500 Blocks),CEA CIVIL - SACLAY CENTER
Essonne,50.0,Blocs de béton TFA et FMA,"Concrete blocks containing solid waste, stored in a pit in building 114 (EBLIS operation carried out in 1970 in the center of Saclay) (50 m3 - 10 Blocks)",CEA CIVIL - SACLAY CENTER
Essonne,2500.0,Blocs de béton TFA et FMA,Concrete blocks containing solid waste used for the construction of building 156 (2500 m3 - 526 Units),CEA CIVIL - SACLAY CENTER
Essonne,23.76,Blocs de béton TFA et FMA,Blocks TE FA/MA in building 196 (23.76 m3 - 50.895 t - 11 Blocks),CEA CIVIL - SACLAY CENTER
Essonne,0.03,Déchets dont la filière reste à définir,Tritiated oil (0.03 m3),CEA CIVIL - SACLAY CENTER
Essonne,4.8,Déchets dont la filière reste à définir,Miscellaneous solid waste - DSFI (4.8 m3 - 24 drums),CEA CIVIL - SACLAY CENTER
Essonne,2.6,Déchets dont la filière reste à définir,Organic effluents in tank (2.6 m3 - 2 Tanks),CEA CIVIL - SACLAY CENTER
Essonne,2.6,Déchets dont la filière reste à définir,Organic effluents in drums (2.6 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.1511,Déchets dont la filière reste à définir,Miscellaneous solid waste FMA (0.1511 m3),CEA CIVIL - SACLAY CENTER
Essonne,72.0,Déchets dont la filière reste à définir,Miscellaneous waste (hulls and castles) (72 Units),CEA CIVIL - SACLAY CENTER
Essonne,5.895,Déchets dont la filière reste à définir,Uncharacterized asbestos waste (5.895 m3 - 2.25 t - 5 Units),CEA CIVIL - SACLAY CENTER
Essonne,337.311,Déchets dont la filière reste à définir,Miscellaneous uncharacterized liquid waste (337.311 m3 - 7.9685 t),CEA CIVIL - SACLAY CENTER
Essonne,9.053,Déchets dont la filière reste à définir,Uncharacterized mercury waste (9.053 m3 - 4.035 t),CEA CIVIL - SACLAY CENTER
Essonne,524.476,Déchets dont la filière reste à définir,Miscellaneous uncharacterized solid waste (524.476 m3 - 4.981073 t),CEA CIVIL - SACLAY CENTER
Essonne,0.467,Déchets dont la filière reste à définir,Uncharacterized WEEE (0.467 m3 - 0.0205 t - 7 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.12,Déchets dont la filière reste à définir,Tritiated aqueous liquids FA (Cl-36) (0.12 m3 - 0.128 t - 4 Drums),CEA CIVIL - SACLAY CENTER
Essonne,0.001,Déchets dont la filière reste à définir,Aqueous liquid (0.001 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.00015,Déchets dont la filière reste à définir,Organic liquid (contaminated mercury) (0.00015 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.001,Déchets dont la filière reste à définir,Organic liquids (pump oil) (0.001 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.12,Déchets dont la filière reste à définir,Miscellaneous tritiated FMA solid waste (0.12 m3 - 0.1 t - 1 drum),CEA CIVIL - SACLAY CENTER
Essonne,0.908,Déchets dont la filière reste à définir,Tritiated organic liquids (0.908 m3 - 0.955 t),CEA CIVIL - SACLAY CENTER
Essonne,6.0,Déchets dont la filière reste à définir,Empty Mercury Irradiation Capsules (6 Units),CEA CIVIL - SACLAY CENTER
Essonne,1.0,Déchets dont la filière reste à définir,Miscellaneous liquid waste (1 m3 - 1 Pot),CEA CIVIL - SACLAY CENTER
Essonne,0.07695,Déchets dont la filière reste à définir,Miscellaneous solid waste FMA (0.07695 t),CEA CIVIL - SACLAY CENTER
Essonne,240.0,Déchets dont la filière reste à définir,"TFA or FA/MA hulls used for the construction of building 196, the sector of which remains to be defined (240 m3 - 120 Hulls)",CEA CIVIL - SACLAY CENTER
Essonne,0.00284,Déchets dont la filière reste à définir,Miscellaneous solid waste FMA (0.00284 t - 6 Units),CEA CIVIL - SACLAY CENTER
Essonne,1.26,Déchets dont la filière reste à définir,Sludge in drums (1.26 m3 - 1.54 t - 7 drums),CEA CIVIL - SACLAY CENTER
Essonne,0.001574,Déchets dont la filière reste à définir,Solid deposits 14C (0.001574 m3 - 0.001 t - 1790 Flasks),CEA CIVIL - SACLAY CENTER
Essonne,0.0142,Déchets dont la filière reste à définir,Solid deposits 3H (0.0142 m3 - 0.005 t - 142 Flasks),CEA CIVIL - SACLAY CENTER
Essonne,0.01,Déchets dont la filière reste à définir,Aqueous liquids rich in 14C (0.01 m3 - 0.01 t - 460 Flasks),CEA CIVIL - SACLAY CENTER
Essonne,0.0006,Déchets dont la filière reste à définir,Tritiated aqueous liquids (0.0006 m3 - 0.0006 t - 26 Bottles),CEA CIVIL - SACLAY CENTER
Essonne,1.35,Déchets dont la filière reste à définir,Various liquids FMA (1.35 m3 - 1.2437 t - 35 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.015,Déchets dont la filière reste à définir,Organic liquids containing 14C (0.015 m3 - 0.015 t - 1183 Flasks),CEA CIVIL - SACLAY CENTER
Essonne,0.0007,Déchets dont la filière reste à définir,Tritiated organic liquids (0.0007 m3 - 0.00075 t - 52 Bottles),CEA CIVIL - SACLAY CENTER
Essonne,0.2,Déchets dont la filière reste à définir,Silica contaminated with 14C (0.2 m3 - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,548.3,Déchets dont la filière reste à définir,FA/MA concrete blocks stored in the pit of building 198 (548.3 m3 - 309 Blocks),CEA CIVIL - SACLAY CENTER
Essonne,0.52,Déchets dont la filière reste à définir,Miscellaneous solid waste FMA (0.52 m3 - 0.168 t),CEA CIVIL - SACLAY CENTER
Essonne,0.02278,Déchets irradiants (FMA-VC et MA-VL),Irradiating solid waste (Geoddis -&gt; 11G) (0.034 m3 - 0.0158 t - 2 Geoddis),CEA CIVIL - SACLAY CENTER
Essonne,0.05695,Déchets irradiants (FMA-VC et MA-VL),Irradiating solid waste (Geoddis -&gt; 11G) (0.085 m3 - 0.075 t - 5 Geoddis),CEA CIVIL - SACLAY CENTER
Essonne,632.0,Déchets irradiants (FMA-VC et MA-VL),Non-sector-oriented historical waste (632 60 L drums),CEA CIVIL - SACLAY CENTER
Essonne,52.0,Déchets irradiants (FMA-VC et MA-VL),Moderately irradiating waste (40 Drums 60 L),CEA CIVIL - SACLAY CENTER
Essonne,1.4,Déchets irradiants (FMA-VC et MA-VL),Packaged solid waste (package 5E) (1.4 m3 - 7 Units),CEA CIVIL - SACLAY CENTER
Essonne,28.0,Déchets irradiants (FMA-VC et MA-VL),Solid waste packaged in shells (11G shell C1) (28 m3 - 14 Shells),CEA CIVIL - SACLAY CENTER
Essonne,13.53,Déchets irradiants (FMA-VC et MA-VL),Solid waste packaged in shells (11G shells C4) (13.53 m3 - 11 shells),CEA CIVIL - SACLAY CENTER
Essonne,2.0,Déchets irradiants (FMA-VC et MA-VL),Solid waste packaged in shells (11I) (2 m3 - 1 shell),CEA CIVIL - SACLAY CENTER
Essonne,144.0,Déchets irradiants (FMA-VC et MA-VL),60L barrels EPOC project (8.64 m3 - 144 Units),CEA CIVIL - SACLAY CENTER
Essonne,1714.513,Déchets liquides à traiter dans l'installation,Concentrates and tank bottoms awaiting treatment (364.79 m3 - 23 Tanks),CEA CIVIL - SACLAY CENTER
Essonne,14.4,Déchets liquides à traiter dans l'installation,Aqueous liquids FA (144 m3 - 2 Tanks),CEA CIVIL - SACLAY CENTER
Essonne,0.02,Déchets liquides FMA,Fluorinated aqueous liquids (Cell 6) (0.02 m3 - 0.01 t - 1 Unit),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets liquides incinérables (via CENTRACO),Organic liquids (1.3 m3 - 1 Tank),CEA CIVIL - SACLAY CENTER
Essonne,0.00052215,Déchets liquides incinérables (via CENTRACO),Polyethylene (SL) scintillation vials (0.15 m3 - 2 Drums),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets liquides incinérables (via CENTRACO),Oils (0.38 m3 - 2 Drums),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets liquides incinérables (via CENTRACO),Incinerable organic liquids (sparkling) (0.12 m3 - 0.0736 t - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets liquides incinérables (via CENTRACO),Aqueous liquids (0.51 m3 - 0.51 t - 1 Tank),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets liquides incinérables (via CENTRACO),Glittering organic liquids (0.17 m3 - 0.18 t - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets liquides incinérables (via CENTRACO),Incinerable aqueous liquids (0.03 m3 - 0.0386 t - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets liquides incinérables (via CENTRACO),Aqueous liquids (0.36 m3 - 0.36 t - 4 Units),CEA CIVIL - SACLAY CENTER
Essonne,1.1063,Déchets liquides traités via STEL Marcoule,Low tritiated aqueous liquids (17.02 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.1001,Déchets liquides traités via STEL Marcoule,Highly tritiated aqueous liquids (1.54 m3),CEA CIVIL - SACLAY CENTER
Essonne,1.69,Déchets liquides traités via STEL Marcoule,Tritiated FA aqueous liquids (26 m3 - 1 tank),CEA CIVIL - SACLAY CENTER
Essonne,1.17,Déchets liquides traités via STEL Marcoule,Aqueous liquids (18 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.49205,Déchets liquides traités via STEL Marcoule,Aqueous liquids (Cell 6) (7.57 m3 - 2 Tanks),CEA CIVIL - SACLAY CENTER
Essonne,12.181,Déchets liquides traités via STEL Marcoule,Aqueous effluent from building 114 (187.4 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.039,Déchets liquides traités via STEL Marcoule,Aqueous effluent from building 118 (0.6 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.2925,Déchets liquides traités via STEL Marcoule,Aqueous effluent from building 120 (4.5 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.33085,Déchets liquides traités via STEL Marcoule,Aqueous liquids (5.09 m3 - 29 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.1365,Déchets liquides traités via STEL Marcoule,Aqueous liquids (2.1 m3 - 2.1 t),CEA CIVIL - SACLAY CENTER
Essonne,0.302575,Déchets liquides traités via STEL Marcoule,Aqueous liquids (4.655 m3),CEA CIVIL - SACLAY CENTER
Essonne,0.2795,Déchets liquides traités via STEL Marcoule,Carbonaceous aqueous liquids (4.3 m3 - 4.3 t - 1 tank),CEA CIVIL - SACLAY CENTER
Essonne,0.3315,Déchets liquides traités via STEL Marcoule,Tritiated aqueous liquids (5.1 m3 - 5.1 t - 1 tank),CEA CIVIL - SACLAY CENTER
Essonne,0.4,Déchets solides et liquides divers tritiés,Miscellaneous tritiated FMA solid waste (0.4 m3 - 2 drums),CEA CIVIL - SACLAY CENTER
Essonne,1.0,Déchets solides et liquides divers tritiés,Miscellaneous solid waste FMA (via Valduc) (1 m3 - 0.3516 t - 5 Drums),CEA CIVIL - SACLAY CENTER
Essonne,0.0041772,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (1.2 m3 - 6 Drums),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.09 m3 - 0.0776 t - 3 drums),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.2 m3 - 37 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.00083544,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (Cell 6) (0.24 m3 - 0.04412 t - 2 Drums),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (Cell 6) (0.02 m3 - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Aqueous Liquids (LA) (Cell 6) (0.02 m3 - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Aqueous Liquids (LA) (0.02 m3 - 2 Drums),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic solvents and oils (LS-LH) (0.691 m3 - 19 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.00074892,Déchets solides et liquides incinérables (via Andra PP),Solid incinerable waste (SI) (0.12 m3 - 0.02036 t - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,0.00111392,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (0.32 m3 - 0.125 t),CEA CIVIL - SACLAY CENTER
Essonne,0.00194936,Déchets solides et liquides incinérables (via Andra PP),Glass Scintillation Vials (SLV) (0.56 m3 - 0.197 t),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.042 m3 - 0.042 t - 5 Cans),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.11 m3 - 12 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Aqueous Liquids (LA) (0.06 m3 - 2 Drums),CEA CIVIL - SACLAY CENTER
Essonne,0.00125316,Déchets solides et liquides incinérables (via Andra PP),Polyethylene scintillation vials (SL) (0.36 m3 - 0.092 t - 3 Drums),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Aqueous liquids (LA) (0.32 m3 - 0.352 t - 11 Drums),CEA CIVIL - SACLAY CENTER
Essonne,3.1205e-05,Déchets solides et liquides incinérables (via Andra PP),Solid incinerable waste (SI) (0.005 m3 - 0.0005 t - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,1.7405e-05,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (0.005 m3 - 0.005 t - 1 Drum),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Aqueous liquids (LA) (0.008 m3 - 0.009 t),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Solvents (LS) (0.033 m3 - 0.033 t - 6 Units),CEA CIVIL - SACLAY CENTER
Essonne,0.0,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.035 m3 - 0.03275 t),CEA CIVIL - SACLAY CENTER
