City,County,Site,Waste_Type,Description,Label,Volume_in_mt,BQ,Radionuclides
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,Asbestos waste in drums (10 drums),TFA-03,"2,77",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,"Cemented technological waste, in cylindrical concrete containers (CBF-C&#39;2) studied for FAVL disposal (1978 containers)",F9-3-03,"2334,04",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - PLANT,Structures des assemblages de combustibles usés ; filière REP,AT1 containers for hulls and technological waste (50 packages),F2-3-02,"0,36",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filière REP,Metal structure waste (shirts) (87.97 t),F2-3-02,"30,42",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filière REP,"Shells and end caps of ECE drums, backplanes (3412 containers)",F2-3-02,"30,708",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,Miscellaneous technological waste (1 unit),DIV2-03,1,Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filières UNGG et RNR,Effluents from silo 130 (1400 m3),F2-3-04,"31,08",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ANDRA MONITORING STORAGE CENTER - DIGULLEVILLE - CSM,Déchets stockés de 1969 à 1994,Upstream of the fuel cycle: (34708 m3 - 191176 packages),CM-01,34708,Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ANDRA MONITORING STORAGE CENTER - DIGULLEVILLE - CSM,Déchets stockés de 1969 à 1994,"Nuclear power generation center: (161,009.0597 m3 - 331,929 packages)",CM-02,"161009,0597",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ANDRA MONITORING STORAGE CENTER - DIGULLEVILLE - CSM,Déchets stockés de 1969 à 1994,Back end of the fuel cycle: (138719 m3 - 538717 packages),CM-03,138719,Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ANDRA MONITORING STORAGE CENTER - DIGULLEVILLE - CSM,Déchets stockés de 1969 à 1994,Waste treatment or maintenance establishments: (2668.648871 m3 - 7048 packages),CM-04,"2668,648871",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ANDRA MONITORING STORAGE CENTER - DIGULLEVILLE - CSM,Déchets stockés de 1969 à 1994,"Civil CEA study and research centers: (105,979 m3 - 179,863 packages)",CM-05,105979,Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ANDRA MONITORING STORAGE CENTER - DIGULLEVILLE - CSM,Déchets stockés de 1969 à 1994,"Research establishments (excluding CEA centres): (12,367.00686 m3 - 52,710 packages)",CM-06,"12367,00686",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ANDRA MONITORING STORAGE CENTER - DIGULLEVILLE - CSM,Déchets stockés de 1969 à 1994,Medical (8400.892798 m3 - 8401 packages),CM-07,"8400,892798",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ANDRA MONITORING STORAGE CENTER - DIGULLEVILLE - CSM,Déchets stockés de 1969 à 1994,Non-nuclear industries using naturally radioactive materials: (17737.93948 m3 - 63770 packages),CM-09,"17737,93948",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ANDRA MONITORING STORAGE CENTER - DIGULLEVILLE - CSM,Déchets stockés de 1969 à 1994,Production study or experimentation centers working for the deterrent force: (27585.72585 m3 - 81060 packages),CM-10,"27585,72585",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ANDRA MONITORING STORAGE CENTER - DIGULLEVILLE - CSM,Déchets stockés de 1969 à 1994,Defense establishments: (18049.95917 m3 - 22992 packages),CM-11,"18049,95917",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - ATTILA,Bâtiment 128,Solid waste from the ATTILA cell (84 drums of 200 liters),F3-3-11,"23,604",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - ATTILA,Bâtiment 128,Solid waste from the RM2 facility (42 drums of 200 liters),F3-3-11,"10,626",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - PLANT,Structures des assemblages de combustibles usés ; filière REP,Empty AT1 bins and technological waste (50 packages),F3-3-11,"1,18",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filières UNGG et RNR,"Graphite sleeves, magnesium sheaths, saddles, pins, metal wires and uranium residues Silo 115, 130 (1040.93 t)",F3-3-12,"4871,5524",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filières UNGG et RNR,"Waste Land, Engraved in silos (115, 130, SOD) (240 t )",F3-3-12,735,Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - PLANT,Exploitation et maintenance des ateliers,Spent solvents (mineralization sector) (313.75 m3),F3-3-02,"337,5",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - PLANT,Traitement des effluents (stations STE2 et STE3),Concretions from the cleaning of the discharge pipe (13.9 t),F3-3-13,"138,04",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filières UNGG et RNR,Sands and muds (SOD) (33 t),F3-3-12,147,Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,"Sludge (Contaminated, Dewatered, Settling) (9.26 m3)",DIV3-03,"9,26",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,"Ventilation Filters (HE, THE, Activated Carbon, Site Vacuum Cleaner) (43.28 m3)",DIV3-03,"43,28",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,"Wet smears (acid, alcohol, degreaser, gelysol, water, etc.) (58.67 m3)",DIV3-03,"58,67",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,"Liquids (oily water, neutral liquids, acid, TPH, TLA/TPH, formaldehyde, etc.) (94.4 m3)",DIV3-03,"94,4",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,"Mixed Ferrous Metals (steel, stainless steel, shot, steel tools) (90 m3)",DIV3-03,90,Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,"Non-ferrous metals (aluminum, calorix, lead, lead gloves-aprons, mask cartridges, aerosol cans) (191.67 m3)",DIV3-03,"191,67",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,"Non-metallic materials (alumina, asbestos, rock wool, resin, wood, glass, Plexiglas, etc.) (315.09 m3)",DIV3-03,"315,09",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,"Earth and rubble (barite bricks, corundum, plaster, sand, wall rubble, earth) (132.1 m3)",DIV3-03,"132,1",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filières UNGG et RNR,emptied sliders (SOD) (13 packages),F3-3-12,"63,7",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,Spent solvents (incineration sector) (612.55 m3),F3-7-01,"48,39",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filière REP,Void Cursors (Radiant Pebbles) (6310 items),F3-3-11,"35,4",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,Wet smear waste in drums (26 drums),F3-3-10,"2,64",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,Waste sludge in drums (447 drums),F3-3-12,"279,3",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filière REP,"Internal baskets, seals and pads for empty drums (ECE) (3412 units)",F3-3-11,"2013,08",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filière REP,Empty ECE drums dedicated to destruction (1200 drums),F3-3-13,"974,4",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filière REP,Empty sliders and aluminum covers (639.1 t),F3-3-13,2842,Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,"Technological waste, in metal boxes (7A) (4 containers)",F3-3-13,"16,24",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filières UNGG et RNR,Aluminum lids and containers (Silo 130) (2280 units),F3-3-11,"122,72",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Exploitation et maintenance des ateliers,Cemented waste (21 drums),F3-3-12,"102,9",Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - PLANT,Traitement des eaux de piscines,Cement asbestos cartridges (38 cartridges),F3-3-13,228,Data updated with each new edition of the National Inventory,
LA HAGUE,Manche,ORANO / ORANO CYCLE - LA HAGUE - FACTORY,Structures des assemblages de combustibles usés ; filière REP,Empty ECE drums (2631 drums),F3-3-12,"3222,98",Data updated with each new edition of the National Inventory,
CHERBOURG-EN-COTENTIN,Manche,ADVICE AND STUDIES IN RADIATION PROTECTION (CERAP) - AGENCE DE CHERBOURG,,DGD - Declining managed waste,DGD,"0,001",-,131I
CHERBOURG-EN-COTENTIN,Manche,COTENTIN POLYCLINIC - NUCLEAR MEDICINE DEPARTMENT,,DGD - Declining managed waste,DGD,8,-,99mTc
CHERBOURG-EN-COTENTIN,Manche,IRSN - RADIOECOLOGY LABORATORY,,"SC (0,6 m3)",TFA(SC-SNC),"0,384","4,58E+05","60Co, 125Sb, 137Cs, 134Cs, 241Am, 108mAg"
CHERBOURG-EN-COTENTIN,Manche,IRSN - RADIOECOLOGY LABORATORY,,"SC (0,6 m3)",TFA(SC-SNC),"0,384","1,00E+06",241Am
CHERBOURG-EN-COTENTIN,Manche,IRSN - RADIOECOLOGY LABORATORY,,"SNC (0,6 m3)",TFA(SC-SNC),"0,6","1,00E+06",241Am
CHERBOURG-EN-COTENTIN,Manche,DGA - CHERBOURG - ETAC DIVERS,Déchets liquides,Scintillation liquid (0.24 m3 - 0.24 t - 2 drums),TFA-11,"0,24",Data updated with each new edition of the National Inventory,
CHERBOURG-EN-COTENTIN,Manche,ATRON METROLOGY - SITE DE CHERBOURG,,"SL (0,12 m3)",F3-7-01,"0,00708","6,20E+05","3H, 14C"
CHERBOURG-EN-COTENTIN,Manche,ATRON METROLOGY - SITE DE CHERBOURG,,"SL (0,12 m3)",F3-7-01,"0,00708","2,55E+07","3H, 14C"
CHERBOURG-EN-COTENTIN,Manche,ATRON METROLOGY - SITE DE CHERBOURG,,"SL (0,12 m3)",F3-7-01,"0,00708","1,00E+05","3H, 14C"
CHERBOURG-EN-COTENTIN,Manche,ATRON METROLOGY - SITE DE CHERBOURG,,"SI (0,12 m3)",F3-7-01,"0,00948","3,50E+00","60Co, 137Cs"
CHERBOURG-EN-COTENTIN,Manche,ATRON METROLOGY - SITE DE CHERBOURG,,"SI (0,12 m3)",F3-7-01,"0,00948","3,60E+03","60Co, 137Cs"
CHERBOURG-EN-COTENTIN,Manche,ATRON METROLOGY - SITE DE CHERBOURG,,"SI (0,12 m3)",F3-7-01,"0,00948","2,45E+04","60Co, 137Cs"
CHERBOURG-EN-COTENTIN,Manche,ATRON METROLOGY - SITE DE CHERBOURG,,"SI (0,12 m3)",F3-7-01,"0,00948","6,70E+03","60Co, 137Cs"
CHERBOURG-EN-COTENTIN,Manche,IRSN - RADIOECOLOGY LABORATORY,,"SI (0,12 m3)",F3-7-01,"0,00948","1,00E+03",241Am
CHERBOURG-EN-COTENTIN,Manche,IRSN - RADIOECOLOGY LABORATORY,,"L.A. (0,024 m3)",F3-7-01,0,"3,67E+05","90Sr, 241Am"
CHERBOURG-EN-COTENTIN,Manche,IRSN - RADIOECOLOGY LABORATORY,,"SL (0,12 m3)",F3-7-01,"0,00708","1,50E+05",238Pu
CHERBOURG-EN-COTENTIN,Manche,IRSN - RADIOECOLOGY LABORATORY,,"SLV (0,12 m3)",F3-7-01,"0,00708","1,50E+05",238Pu
CHERBOURG-EN-COTENTIN,Manche,IRSN - RADIOECOLOGY LABORATORY,,"LA (0,009 m3)",F3-7-01,0,"1,53E+08","238Pu, 241Am"
CHERBOURG-EN-COTENTIN,Manche,DGA - CHERBOURG - ETAC DIVERS,Déchets liquides,Borated water (1.3 m3 - 1.3 t - 1 tank),F3-7-01,"1,04",Data updated with each new edition of the National Inventory,
CHERBOURG-EN-COTENTIN,Manche,MARINE NATIONALE - EAMEA CHERBOURG,Solution organique,Organic solution (0.017 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,
STRASBOURG,Bas-Rhin,INSTITUTE OF CELLULAR AND INTEGRATIVE NEUROSCIENCES - CNRS - UPR 3212,,DGD - Declining managed waste,DGD,"0,135",-,"35S,125I"
STRASBOURG,Bas-Rhin,FRENCH BLOOD ESTABLISHMENT - INSERM UMR S1255,,DGD - Declining managed waste,DGD,"0,088",-,"33P,35S,125I"
STRASBOURG,Bas-Rhin,UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGY MOLECULAR DES PLANTES (IBMP) - UPR 2357,,DGD - Declining managed waste,DGD,"0,115",-,"32P,35S"
STRASBOURG,Bas-Rhin,INSTITUT DE BIOLOGY MOLECULAR ET CELLULAR (IBMC) - CNRS - UPR 9002 ARCHITECTURE ET REACTIVITE DE L&#39;ARN,,DGD - Declining managed waste,DGD,"0,12",-,"32P,35S"
STRASBOURG,Bas-Rhin,"UNIVERSITE DE STRASBOURG - CNRS - UMR 7156 - MOLECULAR GENETIQUE, GENOMIQUE AND MICROBIOLOGY",,DGD - Declining managed waste,DGD,"0,03",-,"32P,35S"
STRASBOURG,Bas-Rhin,UNIVERSITY HOSPITALS OF STRASBOURG - CIVIL HOSPITAL - UF2061 - NHC NUCLEAR MEDICINE UNIT,,DGD - Declining managed waste,DGD,2,-,"123I,201Tl,99mTc"
STRASBOURG,Bas-Rhin,HUBERT CURIEN INSTITUTE FOR PLURID DISCIPLINARY (IPHC) - UMR 7178 - DRS,,DGD - Declining managed waste,DGD,"0,02",-,18F
STRASBOURG,Bas-Rhin,STRASBOURG UNIVERSITY HOSPITALS - CIVIL HOSPITAL - HORMONOLOGY LABORATORY,,DGD - Declining managed waste,DGD,"1,2",-,125I
STRASBOURG,Bas-Rhin,ICANS - NUCLEAR MEDICINE,,DGD - Declining managed waste,DGD,28,-,"111In,123I,131I,201Tl,99mTc,177Lu"
STRASBOURG,Bas-Rhin,INSTITUT DE BIOLOGY MOLECULAR ET CELLULAR (IBMC) - CNRS-UPR3572,,"SNC (0,04 m3)",TFA(SC-SNC),"0,04","7,56E+02",3H
STRASBOURG,Bas-Rhin,UNIVERSITY HOSPITALS OF STRASBOURG - CIVIL HOSPITAL - UF2061 - NHC NUCLEAR MEDICINE UNIT,,"SNC (0,08 m3)",TFA(SC-SNC),"0,08","1,00E+07","3H, 14C"
STRASBOURG,Bas-Rhin,UNIVERSITY HOSPITALS OF STRASBOURG - ONCOLOGY PAVILION,,"SNC (0,2 m3)",TFA(SC-SNC),"0,2","0,00E+00",137Cs
STRASBOURG,Bas-Rhin,UNIVERSITY HOSPITALS OF STRASBOURG - ONCOLOGY PAVILION,,"SC (0,01 m3)",TFA(SC-SNC),"0,0064","0,00E+00",137Cs
STRASBOURG,Bas-Rhin,UNIVERSITY HOSPITALS OF STRASBOURG - ONCOLOGY PAVILION,,"SC (0,005 m3)",TFA(SC-SNC),"0,0032","0,00E+00",192Ir
STRASBOURG,Bas-Rhin,HUBERT CURIEN INSTITUTE FOR PLURID DISCIPLINARY (IPHC) - UMR 7178 - DRS,,"TFA-06 (0,004 m3)",TFA-06,"0,004","1,50E+08","54Mn, 57Co, 58Co, 56Co"
STRASBOURG,Bas-Rhin,UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGY MOLECULAR DES PLANTES (IBMP) - UPR 2357,,"SNC (0,02 m3)",TFA(SC-SNC),"0,02","3,83E+07","3H, 14C"
STRASBOURG,Bas-Rhin,UNIVERSITY OF STRASBOURG - U 1110 - VIRUS-HOST INTERACTIONS AND HEPATIC DISEASES,,"SNC (0,01 m3)",TFA(SC-SNC),"0,01","1,00E+06",14C
STRASBOURG,Bas-Rhin,ALSACIAN SOCIETY OF LIGHTNING RODS - SAP STRASBOURG,,"FPR (0,2 m3)",DIV2,"0,0024",5.40E+07,226Ra
STRASBOURG,Bas-Rhin,SOCIETE ALSACIENNE DE LIGHTNING RODS - SAP STRASBOURG,,FPA (0.2 m3),DIV2,"0,0008","5,60E+07",241Am
STRASBOURG,Bas-Rhin,UNIVERSITY HOSPITALS OF STRASBOURG - CIVIL HOSPITAL - UF2061 - NHC NUCLEAR MEDICINE UNIT,,"SI (0,48 m3)",F3-7-01,"0,03792","2,70E+07","3H, 14C"
STRASBOURG,Bas-Rhin,UNIVERSITY HOSPITALS OF STRASBOURG - CIVIL HOSPITAL - UF2061 - NHC NUCLEAR MEDICINE UNIT,,"SL (0,48 m3)",F3-7-01,"0,02832",4.40E+07,"3H, 14C"
STRASBOURG,Bas-Rhin,UNIVERSITY HOSPITALS OF STRASBOURG - CIVIL HOSPITAL - UF2061 - NHC NUCLEAR MEDICINE UNIT,,"L.A. (0,09 m3)",F3-7-01,0,"8,30E+08","3H, 14C"
STRASBOURG,Bas-Rhin,UNIVERSITY HOSPITALS OF STRASBOURG - ONCOLOGY PAVILION,,SI (4 m3),F3-7-01,"0,316","0,00E+00",226Ra
STRASBOURG,Bas-Rhin,UNIVERSITY HOSPITALS OF STRASBOURG - ONCOLOGY PAVILION,,"SI (1,9 m3)",F3-7-01,"0,1501","0,00E+00",137Cs
STRASBOURG,Bas-Rhin,FRENCH BLOOD ESTABLISHMENT - INSERM UMR S1255,,"SL (0,04 m3)",F3-7-01,"0,00236","1,00E+06",3H
STRASBOURG,Bas-Rhin,FRENCH BLOOD ESTABLISHMENT - INSERM UMR S1255,,"LA (0,014 m3)",F3-7-01,0,"3,82E+07",3H
STRASBOURG,Bas-Rhin,FRENCH BLOOD ESTABLISHMENT - INSERM UMR S1255,,"SI (0,05 m3)",F3-7-01,"0,00395","3,42E+06",3H
STRASBOURG,Bas-Rhin,FRENCH BLOOD ESTABLISHMENT - INSERM UMR S1255,,"SO (0,013 m3)",F3-7-01,"0,001027",2.80E+06,3H
STRASBOURG,Bas-Rhin,FRENCH BLOOD ESTABLISHMENT - INSERM UMR S1255,,"LA (0,002 m3)",F3-7-01,0,"4,00E+06",U
STRASBOURG,Bas-Rhin,INSTITUT DE BIOLOGY MOLECULAR ET CELLULAR (IBMC) - CNRS - UPR 9002 ARCHITECTURE ET REACTIVITE DE L&#39;ARN,,"SI (0,03 m3)",F3-7-01,"0,00237","5,00E+08","3H, 14C"
STRASBOURG,Bas-Rhin,INSTITUT DE BIOLOGY MOLECULAR ET CELLULAR (IBMC) - CNRS - UPR 9002 ARCHITECTURE ET REACTIVITE DE L&#39;ARN,,"L.A. (0,12 m3)",F3-7-01,0,"9,00E+08","3H, 14C"
STRASBOURG,Bas-Rhin,INSTITUTE OF CELLULAR AND INTEGRATIVE NEUROSCIENCES - CNRS - UPR 3212,,"LS-LH (0,03 m3)",F3-7-01,0,4.80E+06,"3H, 14C"
STRASBOURG,Bas-Rhin,HUBERT CURIEN INSTITUTE FOR PLURID DISCIPLINARY (IPHC) - UMR 7178 - DRS,,"LA (0,05 m3)",F3-7-01,0,"1,00E+05","54Mn, 57Co, 58Co, 56Co, 88Y, 52Mn"
STRASBOURG,Bas-Rhin,HUBERT CURIEN INSTITUTE FOR PLURID DISCIPLINARY (IPHC) - UMR 7178 - DRS,,"SI (0,08 m3)",F3-7-01,"0,00632","1,00E+06","54Mn, 60Co, 57Co, 65Zn, 58Co"
STRASBOURG,Bas-Rhin,HUBERT CURIEN INSTITUTE FOR PLURID DISCIPLINARY (IPHC) - UMR 7178 - DRS,,"SL (0,04 m3)",F3-7-01,"0,00236","5,00E+06",3H
STRASBOURG,Bas-Rhin,HUBERT CURIEN INSTITUTE FOR PLURID DISCIPLINARY (IPHC) - UMR 7178 - DRS,,"SI (0,06 m3)",F3-7-01,"0,00474","4,00E+06","152Eu, 232U, 241Am, 243Am"
STRASBOURG,Bas-Rhin,UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGY MOLECULAR DES PLANTES (IBMP) - UPR 2357,,"SI (0,02 m3)",F3-7-01,"0,00158","1,62E+08","3H, 14C"
STRASBOURG,Bas-Rhin,UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGY MOLECULAR DES PLANTES (IBMP) - UPR 2357,,"L.A. (0,012 m3)",F3-7-01,0,"4,10E+07","3H, 14C"
STRASBOURG,Bas-Rhin,UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGY MOLECULAR DES PLANTES (IBMP) - UPR 2357,,"LS-LH (0,044 m3)",F3-7-01,0,"6,20E+07","3H, 14C"
STRASBOURG,Bas-Rhin,UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGY MOLECULAR DES PLANTES (IBMP) - UPR 2357,,"SL (0,001 m3)",F3-7-01,"0,000059","1,66E+06",14C
STRASBOURG,Bas-Rhin,UNIVERSITY OF STRASBOURG - U 1110 - VIRUS-HOST INTERACTIONS AND HEPATIC DISEASES,,"SI (1,5 m3)",F3-7-01,"0,1185","5,50E+09",3H
LYON,Rhône,CLAUDE BERNARD-LYON 1 UNIVERSITY - HEALTH AND SAFETY DEPARTMENT - LAENNEC B BUILDING HOLDER,,"S01 (0,12 m3)",S01,0,"5,31E+09","137Cs, 226Ra, 234U, 235U, 238U, 125I"
LYON,Rhône,CLAUDE BERNARD-LYON 1 UNIVERSITY - HEALTH AND SAFETY DEPARTMENT - HOLDER OF THE MENDEL BUILDING,,"S01 (0,1 m3)",S01,0,"2,58E+07","137Cs, 226Ra, 108mAg"
LYON,Rhône,LEON BERARD CENTER - GCS LYON CANCEROLOGY UNIVERSITY - IRATHERAPY - NUCLEAR MEDICINE LUMEN,,DGD - Declining managed waste,DGD,5,-,"18F,111In,123I,131I,99mTc,90Y"
LYON,Rhône,SUPERIOR NORMAL SCHOOL OF LYON - PREVENTION AND OCCUPATIONAL HEALTH DEPARTMENT,,DGD - Declining managed waste,DGD,"0,39",-,"32P,35S"
LYON,Rhône,CNRS - DR7 - PROTEIN BIOLOGY AND CHEMISTRY INSTITUTE - UMS 3760,,DGD - Declining managed waste,DGD,1,-,32P
LYON,Rhône,INOL NUCLEAR IMAGING OF WEST LYONNAIS AND AIN - MEDECINE NUCLEAIRE - LYON,,DGD - Declining managed waste,DGD,"0,2",-,"131I,99mTc"
LYON,Rhône,INOL NUCLEAR IMAGING OF WEST LYONNAIS AND AIN - TEP-SCAN UNIT - LYON,,DGD - Declining managed waste,DGD,"0,006",-,18F
LYON,Rhône,CHU - EDOUARD HERRIOT HOSPITAL - IMTHERNAT PLATFORM,,DGD - Declining managed waste,DGD,"0,01",-,"111In,177Lu"
LYON,Rhône,CARSO - HEALTH ENVIRONMENT HYGIENE LABORATORY,,"SNC (1,32 m3)",TFA(SC-SNC),"1,32","7,70E+05",14C
LYON,Rhône,CARSO - HEALTH ENVIRONMENT HYGIENE LABORATORY,,"SNC (0,24 m3)",TFA(SC-SNC),"0,24","1,25E+02",242Pu
LYON,Rhône,CARSO - HEALTH ENVIRONMENT HYGIENE LABORATORY,,"SNC (0,24 m3)",TFA(SC-SNC),"0,24","5,00E+01",229Th
LYON,Rhône,MERMOZ RADIOTHERAPY CENTER - RADIOTHERAPY - BRACHYTHERAPY,,"TFA-07 (1,24 m3)",TFA-07,"1,24",7.40E+03,"54Mn, 60Co, 57Co"
LYON,Rhône,MERMOZ RADIOTHERAPY CENTER - RADIOTHERAPY - BRACHYTHERAPY,,"TFA-07 (0,015 m3)",TFA-07,"0,015","0,00E+00","58Co, 181W"
LYON,Rhône,MERMOZ RADIOTHERAPY CENTER - RADIOTHERAPY - BRACHYTHERAPY,,"TFA-07 (0,0264 m3)",TFA-07,"0,0264","0,00E+00","54Mn, 57Co"
LYON,Rhône,MERMOZ RADIOTHERAPY CENTER - RADIOTHERAPY - BRACHYTHERAPY,,"TFA-07 (0,00003 m3)",TFA-07,"0,00003","0,00E+00","54Mn, 57Co, 182Ta"
LYON,Rhône,MERMOZ RADIOTHERAPY CENTER - RADIOTHERAPY - BRACHYTHERAPY,,"TFA-07 (0,00001 m3)",TFA-07,"0,00001","0,00E+00","54Mn, 57Co, 51Cr"
LYON,Rhône,MERMOZ RADIOTHERAPY CENTER - RADIOTHERAPY - BRACHYTHERAPY,,"TFA-07 (0,00004 m3)",TFA-07,"0,00004","0,00E+00","54Mn, 57Co, 58Co, 198Au, 181W"
LYON,Rhône,MERMOZ RADIOTHERAPY CENTER - RADIOTHERAPY - BRACHYTHERAPY,,"TFA-07 (0,0007 m3)",TFA-07,"0,0007","0,00E+00","54Mn, 57Co, 198Au"
LYON,Rhône,MERMOZ RADIOTHERAPY CENTER - RADIOTHERAPY - BRACHYTHERAPY,,"TFA-07 (0,00034 m3)",TFA-07,"0,00034","0,00E+00",60Co
LYON,Rhône,MERMOZ RADIOTHERAPY CENTER - RADIOTHERAPY - BRACHYTHERAPY,,"TFA-07 (0,0002 m3)",TFA-07,"0,0002","0,00E+00","57Co, 58Co"
LYON,Rhône,LEON BERARD CENTER - GCS LYON CANCEROLOGY UNIVERSITY - IRATHERAPY - NUCLEAR MEDICINE LUMEN,,TFA-07 (3 m3),TFA-07,3,"0,00E+00",
LYON,Rhône,SUPERIOR NORMAL SCHOOL OF LYON - PREVENTION AND OCCUPATIONAL HEALTH DEPARTMENT,,"SNC (0,025 m3)",TFA(SC-SNC),"0,025","4,25E+06","3H, 14C"
