City,County,Site,Waste_Type,Description,Label,Volume_in_mt,BQ,Radionuclides
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Miscellaneous solid waste FMA (0.07695 t),DIV3-05,"0,07695",Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,"TFA or FA/MA hulls used for the construction of building 196, the sector of which remains to be defined (240 m3 - 120 Hulls)",DIV3-05,240,Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Miscellaneous solid waste FMA (0.00284 t - 6 Units),DIV3-05,"0,00284",Data updated with each new edition of the National Inventory,"3H, 228Th, 85Sr"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Sludge in drums (1.26 m3 - 1.54 t - 7 drums),DIV3-05,"1,26",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Solid deposits 14C (0.001574 m3 - 0.001 t - 1790 Flasks),DIV3-05,"0,001574",Data updated with each new edition of the National Inventory,14C
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Solid deposits 3H (0.0142 m3 - 0.005 t - 142 Flasks),DIV4-05,"0,0142",Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Aqueous liquids rich in 14C (0.01 m3 - 0.01 t - 460 Flasks),DIV3-05,"0,01",Data updated with each new edition of the National Inventory,14C
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Tritiated aqueous liquids (0.0006 m3 - 0.0006 t - 26 Bottles),DIV4-05,"0,0006",Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Various liquids FMA (1.35 m3 - 1.2437 t - 35 Units),DIV3-05,"1,35",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Organic liquids containing 14C (0.015 m3 - 0.015 t - 1183 Flasks),DIV3-05,"0,015",Data updated with each new edition of the National Inventory,14C
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Tritiated organic liquids (0.0007 m3 - 0.00075 t - 52 Bottles),DIV4-05,"0,0007",Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Silica contaminated with 14C (0.2 m3 - 1 Drum),DIV3-05,"0,2",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,FA/MA concrete blocks stored in the pit of building 198 (548.3 m3 - 309 Blocks),DIV3-05,"548,3",Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets dont la filière reste à définir,Miscellaneous solid waste FMA (0.52 m3 - 0.168 t),DIV3-05,"0,52",Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets irradiants (FMA-VC et MA-VL),Irradiating solid waste (Geoddis -&gt; 11G) (0.034 m3 - 0.0158 t - 2 Geoddis),F3-5-05,"0,02278",Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets irradiants (FMA-VC et MA-VL),Irradiating solid waste (Geoddis -&gt; 11G) (0.085 m3 - 0.075 t - 5 Geoddis),F3-5-05,"0,05695",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets irradiants (FMA-VC et MA-VL),Non-sector-oriented historical waste (632 60 L drums),DIV3-05,632,Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets irradiants (FMA-VC et MA-VL),Moderately irradiating waste (40 Drums 60 L),F3-5-05,52,Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets irradiants (FMA-VC et MA-VL),Packaged solid waste (package 5E) (1.4 m3 - 7 Units),F3-5-05,"1,4",Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets irradiants (FMA-VC et MA-VL),Solid waste packaged in shells (11G shell C1) (28 m3 - 14 Shells),F3-5-05,28,Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets irradiants (FMA-VC et MA-VL),Solid waste packaged in shells (11G shells C4) (13.53 m3 - 11 shells),F3-5-05,"13,53",Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets irradiants (FMA-VC et MA-VL),Solid waste packaged in shells (11I) (2 m3 - 1 shell),F3-5-05,2,Data updated with each new edition of the National Inventory,"3H, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets irradiants (FMA-VC et MA-VL),60L barrels EPOC project (8.64 m3 - 144 Units),DIV3-05,144,Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides à traiter dans l'installation,Concentrates and tank bottoms awaiting treatment (364.79 m3 - 23 Tanks),F3-5-03,"1714,513",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides à traiter dans l'installation,Aqueous liquids FA (144 m3 - 2 Tanks),F3-5-03,"14,4",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides FMA,Fluorinated aqueous liquids (Cell 6) (0.02 m3 - 0.01 t - 1 Unit),DIV3-05,"0,02",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides incinérables (via CENTRACO),Organic liquids (1.3 m3 - 1 Tank),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 14C, 239Pu, 240Pu"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides incinérables (via CENTRACO),Polyethylene (SL) scintillation vials (0.15 m3 - 2 Drums),F3-7-01,"0,00052215",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides incinérables (via CENTRACO),Oils (0.38 m3 - 2 Drums),F3-7-01,0,Data updated with each new edition of the National Inventory,"55Fe, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides incinérables (via CENTRACO),Incinerable organic liquids (sparkling) (0.12 m3 - 0.0736 t - 1 Drum),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides incinérables (via CENTRACO),Aqueous liquids (0.51 m3 - 0.51 t - 1 Tank),F3-7-01,0,Data updated with each new edition of the National Inventory,"60Co, 90Sr, 137Cs, 239Pu"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides incinérables (via CENTRACO),Glittering organic liquids (0.17 m3 - 0.18 t - 1 Drum),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 14C, 36Cl, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides incinérables (via CENTRACO),Incinerable aqueous liquids (0.03 m3 - 0.0386 t - 1 Drum),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 14C, 60Co, 137Cs, 152Eu"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides incinérables (via CENTRACO),Aqueous liquids (0.36 m3 - 0.36 t - 4 Units),F3-7-01,0,Data updated with each new edition of the National Inventory,"60Co, 137Cs, 133Ba, 152Eu"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Low tritiated aqueous liquids (17.02 m3),F3-4-03,"1,1063",Data updated with each new edition of the National Inventory,"3H, 14C, 60Co"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Highly tritiated aqueous liquids (1.54 m3),F3-4-03,"0,1001",Data updated with each new edition of the National Inventory,"3H, 14C, 60Co"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Tritiated FA aqueous liquids (26 m3 - 1 tank),F3-4-03,"1,69",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Aqueous liquids (18 m3),F3-4-03,"1,17",Data updated with each new edition of the National Inventory,60Co
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Aqueous liquids (Cell 6) (7.57 m3 - 2 Tanks),F3-4-03,"0,49205",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Aqueous effluent from building 114 (187.4 m3),F3-4-03,"12,181",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Aqueous effluent from building 118 (0.6 m3),F3-4-03,"0,039",Data updated with each new edition of the National Inventory,137Cs
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Aqueous effluent from building 120 (4.5 m3),F3-4-03,"0,2925",Data updated with each new edition of the National Inventory,137Cs
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Aqueous liquids (5.09 m3 - 29 Units),F3-4-03,"0,33085",Data updated with each new edition of the National Inventory,"3H, 14C, 90Sr, 99Tc, 137Cs, 152Eu"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Aqueous liquids (2.1 m3 - 2.1 t),F3-4-03,"0,1365",Data updated with each new edition of the National Inventory,"137Cs, 152Eu"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Aqueous liquids (4.655 m3),F3-4-03,"0,302575",Data updated with each new edition of the National Inventory,"238U, 241Am"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Carbonaceous aqueous liquids (4.3 m3 - 4.3 t - 1 tank),F3-4-03,"0,2795",Data updated with each new edition of the National Inventory,14C
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets liquides traités via STEL Marcoule,Tritiated aqueous liquids (5.1 m3 - 5.1 t - 1 tank),F3-4-03,"0,3315",Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides divers tritiés,Miscellaneous tritiated FMA solid waste (0.4 m3 - 2 drums),DIV4-05,"0,4",Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides divers tritiés,Miscellaneous solid waste FMA (via Valduc) (1 m3 - 0.3516 t - 5 Drums),DIV4-05,1,Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (1.2 m3 - 6 Drums),F3-7-01,"0,0041772",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.09 m3 - 0.0776 t - 3 drums),F3-7-01,0,Data updated with each new edition of the National Inventory,60Co
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.2 m3 - 37 Units),F3-7-01,0,Data updated with each new edition of the National Inventory,60Co
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (Cell 6) (0.24 m3 - 0.04412 t - 2 Drums),F3-7-01,"0,00083544",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (Cell 6) (0.02 m3 - 1 Drum),F3-7-01,0,Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous Liquids (LA) (Cell 6) (0.02 m3 - 1 Drum),F3-7-01,0,Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous Liquids (LA) (0.02 m3 - 2 Drums),F3-7-01,0,Data updated with each new edition of the National Inventory,"55Fe, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic solvents and oils (LS-LH) (0.691 m3 - 19 Units),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 55Fe, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Solid incinerable waste (SI) (0.12 m3 - 0.02036 t - 1 Drum),F3-7-01,"0,00074892",Data updated with each new edition of the National Inventory,60Co
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (0.32 m3 - 0.125 t),F3-7-01,"0,00111392",Data updated with each new edition of the National Inventory,"3H, 14C, 36Cl, 129I, 241Am"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Glass Scintillation Vials (SLV) (0.56 m3 - 0.197 t),F3-7-01,"0,00194936",Data updated with each new edition of the National Inventory,"3H, 14C, 36Cl, 129I, 241Am"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.042 m3 - 0.042 t - 5 Cans),F3-7-01,0,Data updated with each new edition of the National Inventory,60Co
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.11 m3 - 12 Units),F3-7-01,0,Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous Liquids (LA) (0.06 m3 - 2 Drums),F3-7-01,0,Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene scintillation vials (SL) (0.36 m3 - 0.092 t - 3 Drums),F3-7-01,"0,00125316",Data updated with each new edition of the National Inventory,"3H, 14C, 36Cl, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous liquids (LA) (0.32 m3 - 0.352 t - 11 Drums),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 14C, 36Cl, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Solid incinerable waste (SI) (0.005 m3 - 0.0005 t - 1 Drum),F3-7-01,"0,000031205",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (0.005 m3 - 0.005 t - 1 Drum),F3-7-01,"0,000017405",Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous liquids (LA) (0.008 m3 - 0.009 t),F3-7-01,0,Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Solvents (LS) (0.033 m3 - 0.033 t - 6 Units),F3-7-01,0,Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.035 m3 - 0.03275 t),F3-7-01,0,Data updated with each new edition of the National Inventory,U
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (0.005 m3 - 0.005 t - 7 Vials),F3-7-01,"0,000017405",Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Solid incinerable waste (SI) (2.4 m3 - 0.3975 t - 12 drums),F3-7-01,"0,0149784",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (0.4 m3 - 0.13 t - 4 Drums),F3-7-01,"0,0013924",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous liquids (LA) (0.21 m3 - 0.21 t - 7 Drums),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (0.24 m3 - 2 Drums),F3-7-01,"0,00083544",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous Liquids (LA) (0.03 m3 - 1 Drum),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.02 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous Liquids (LA) (0.08 m3 - 4 Drums),F3-7-01,0,Data updated with each new edition of the National Inventory,"60Co, 137Cs, 235U"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Organic Liquids (LH) (0.03 m3 - 1 Drum),F3-7-01,0,Data updated with each new edition of the National Inventory,"60Co, 137Cs, 235U"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.06 m3 - 0.07 t - 2 Drums),F3-7-01,0,Data updated with each new edition of the National Inventory,137Cs
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous liquids (LA) (0.03 m3 - 0.03 t),F3-7-01,0,Data updated with each new edition of the National Inventory,"238U, 241Am"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (0.36 m3 - 0.1746 t - 3 Drums),F3-7-01,"0,00125316",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous liquids (LA) (0.013 m3 - 0.013 t),F3-7-01,0,Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Organic liquids (LH) (0.0005 m3 - 0.0005 t),F3-7-01,0,Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (0.24 m3 - 0.07 t - 2 Drums),F3-7-01,"0,00083544",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Glass Scintillation Vials (SLV) (0.24 m3 - 0.07 t - 2 Drums),F3-7-01,"0,00083544",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous liquids (LA) (0.002 m3 - 0.002 t - 1 Canister),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 14C, 45Ca"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Solid incinerable waste (SI) (0.024 m3 - 2 drums),F3-7-01,"0,000149784",Data updated with each new edition of the National Inventory,"40K, 54Mn, 57Co, 109Cd, 51Cr, 56Co"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Solid organic and putrescible waste (SO) (0.012 m3 - 0.00521 t - 1 drum),F3-7-01,"0,000074892",Data updated with each new edition of the National Inventory,"3H, 88Y"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (0.48 m3 - 4 Drums),F3-7-01,"0,00167088",Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Glass Scintillation Vials (SLV) (0.6 m3 - 0.147 t - 3 Drums),F3-7-01,"0,0020886",Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Aqueous liquids (LA) (0.06 m3 - 0.006 t - 2 Drums),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Solvents and mineral or organic oils (LS-LH) (0.06 m3 - 0.026 t - 2 drums),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 60Co"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.022 m3 - 0.022 t - 1 Drum),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Mineral or organic oils (LH) (0.03 m3 - 0.027 t - 1 drum),F3-7-01,0,Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Solid organic and putrescible waste (SO) (0.12 m3 - 1 Drum),F3-7-01,"0,00074892",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides incinérables (via Andra PP),Polyethylene (SL) scintillation vials (1.08 m3 - 9 Drums),F3-7-01,"0,00375948",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides et liquides tritiés,Tritiated FA technological waste (51.4 m3 - 257 drums),DIV4-05,"51,4",Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Compactable solid waste (1.2 m3 - 0.37046 t - 6 Drums),F3-01c,"0,768",Data updated with each new edition of the National Inventory,"14C, 55Fe, 60Co, 63Ni"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Non-compactable solid waste (7L) (2.52 m3 - 1.643 t - 1 Box),F3-5-06,"2,52",Data updated with each new edition of the National Inventory,"3H, 14C, 55Fe, 60Co, 63Ni"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Solid waste - Hulls 12H (15.6 m3 - 33.8 t - 13 Hulls),F3-5-03,"15,6",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,DEM non-compactable solid waste (7L) (25 m3 - 5 Boxes),F3-5-06,25,Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Non-compactable solid waste from collection points (5.5 m3 - 11 Units),DIV3-05,"5,5",Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Non-compactable solid operating waste (7L) (25 m3 - 7.4945 t - 5 boxes),F3-5-06,25,Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Miscellaneous vinyl-coated FA waste (17 m3),DIV3-05,17,Data updated with each new edition of the National Inventory,60Co
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Compactable solid waste (3.6 m3 - 0.80019 t - 18 drums),F3-01c,"2,304",Data updated with each new edition of the National Inventory,60Co
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Hafnium baskets (0.1 t),DIV3-05,"0,1",Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Miscellaneous FA waste packaged in 5 m3 boxes (10 m3 - 3.099 t - 2 Boxes),F3-5-06,10,Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Compactable solid waste (Cell 6) (1.8 m3 - 0.21248 t - 9 drums),F3-01c,"1,152",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Compactable solid waste (0.4 m3 - 0.0768 t - 2 Drums),F3-01c,"0,256",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Non-compactable solid waste (7L) (30.28 m3 - 36.849 t - 12 Units),F3-5-06,"30,28",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 63Ni, 90Sr, 137Cs, 238Pu"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Compactable solid waste - Operation (2.2 m3 - 11 Drums),F3-01c,"1,408",Data updated with each new edition of the National Inventory,137Cs
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Compactable solid waste - ITD (83.2 m3 - 416 drums),F3-01c,"53,248",Data updated with each new edition of the National Inventory,137Cs
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,"Solid waste from cleanup-dismantling operations: 4 exchangers and 2 filters from the EL2 and EL3 reactors, stored in a pit in building 114 (43 m3 - 6 Units)",DIV3-05,"89,999",Data updated with each new edition of the National Inventory,137Cs
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Non-compactable solid waste (1.4 m3 - 12 Drums),DIV3-05,"1,4",Data updated with each new edition of the National Inventory,137Cs
